Gene,Fusion
EGLN2,8481
C12ORF60,7911
ZNF461,8481
CLIP3,8481
ZNF473,8481
SPTBN4,8481
LTBP4,8481
PRSS22,5049
KIF21A,7911
ASUN,7911
ECH1,8481
ABCC9,7911
SAMD12-AS1,5194
COX6B1,8481
UPK1A,8481
NAPSB,8481
ITPKC,8481
PCED1A,2888
B4GALT2,14499
BCRP8,3475
RSPH14,3475
CTTNBP2NL,14499
FAM60A,7911
OVOS2,7911
GRIN2D,8481
TPCN1,7911
RGP1,4233
ACO1,4233
SOX9,10750
PLBD1-AS1,7911
PSD2,3555
CMTR1,3150
PKP2,7911
DGKG,3979
ATP5E,2888
FBLIM1,14499
CDT1,5049
VEGFB,9113
DCHS1,9113
MALSU1,12397
CFLAR-AS1,9803
C19ORF52,8481
RASL10B,10750
GOLGA5,6514
CYP46A1,6514
ZC3H14,6514
DNTTIP2,14499
SLC5A2,5049
TIMM8A,3226
TAF7L,3226
MEST,12397
IFNAR1,1907
PPT1,14499
FAM9B,3226
UHRF1BP1L,7911
DEPDC4,7911
CNTN1,7911
PLEKHM1,10750
PNPLA6,8481
STC1,5194
GGNBP2,10750
DHRS11,10750
LL22NC03-63E9.3,3475
TEKT2,14499
POU3F2,3150
KIAA0907,14499
MVB12A,8481
BISPR,8481
CCAR2,5194
CLK2,14499
FAM189B,14499
NDUFA11,8481
GATA6,1207
DSG1,1207
AC024592.12,8481
ALKBH1,6514
AC008074.4,9803
AFTPH,9803
STXBP3,14499
SLC25A24P1,14499
APOM,3150
CSNK2B,3150
XXBAC-BPG32J3.22,3150
AHSG,3979
ALB,2237
TF,3979
SEPP1,3555
CCDC152,3555
A2M,7911
GREB1,9803
GPT2,5049
SOX12,2888
TAF5L,14499
NUP133,14499
IL4I1,8481
TRMT11,3150
CNOT3,8481
GNPTG,5049
LA16C-312E8.2,5049
PRKAR1B,12397
KIAA0895,12397
GFOD1,3150
GRIA3,3226
SLC2A11,3475
SPHK2,8481
FGF21,8481
MNT,10750
NAPB,2888
NDUFA12,7911
OBSL1,9803
SH3GL1,8481
ZNF260,8481
ZNF566,8481
C5ORF51,3555
FBXO4,3555
ZFYVE16,3555
FAM151B,3555
C6ORF89,3150
HYAL2,3979
TMEM115,3979
FAR1,9113
FAM13B,3555
SLC6A15,7911
TSPAN19,7911
TMEM88,10750
BOK,9803
ZNF420,8481
GALNS,5049
HS1BP3,9803
PLEKHA2,5194
GABPB1,8400
C15ORF52,8400
AC010105.1,9803
RAE1,2888
RPS20,5194
SPDYC,9113
DA750114,4233
ASS1,4233
ADSL,3475
CCDC134,3475
NRAV,7911
CIB1,8400
RN7SL440P,14499
ABHD11,12397
ADAMTS15,9113
ATF2,9803
ATP7B,1058
LINC00282,1058
CALB2,5049
CDH6,3555
DROSHA,3555
GGA2,5049
IMPA2,1207
NFU1,9803
GTF2E2,5194
DNM3,14499
SLC7A5P1,5049
SMG1,5049
TPRN,4233
ANAPC2,4233
LRGUK,12397
ZC3H12C,9113
MGAT4C,7911
AHI1,3150
DNAJC22,7911
PGAM2,12397
HDAC1,14499
CCPG1,8400
DNAJC13,3979
PIGB,8400
NEDD4,8400
PRKACB,14499
TLN2,8400
KDM5B,14499
SVIL,2967
PIP4K2A,2967
C2ORF91,9803
AC104654.2,9803
NUBP2,5049
RTN4R,3475
PYGO1,8400
MAPK6,8400
TLDC1,5049
SNX21,2888
AC009133.24,5049
NRBP2,5194
TCEB2,5049
HERC4,2967
FAM127B,3226
IFFO2,14499
FNDC4,9803
TMOD3,8400
SELT,3979
PRRT2,5049
SACS,1058
ELAVL1,8481
SEP15,14499
RABEP2,5049
ZHX3,2888
SP3,9803
AC106900.6,9803
EIF4EBP3,3555
SERP1,3979
DHRS13,10750
ZAP70,9803
ZSCAN16-AS1,3150
MAP3K5,3150
REC114,8400
AIFM2,2967
ARSE,3226
ETV1,12397
GPX4,8481
GNB4,3979
TTC23,8400
DIS3L,8400
RABAC1,8481
ARMCX2,3226
CNPY2,7911
SNRPD2,8481
ZNF829,8481
DLD,12397
LRRC31,3979
ABRACL,3150
CDHR1,2967
KLF16,8481
SMARCA5,2237
DLX1,9803
FUT3,8481
ATP2C2,5049
LINC01057,14499
NIP7,5049
BAIAP2-AS1,10750
SPG21,8400
EIF3J,8400
MST1R,3979
ACTBP13,3979
ZNF680,12397
SNAP91,3150
ZNF121,8481
KMT2B,8481
DMKN,8481
CIB3,8481
PPM1B,9803
SLC3A1,9803
AL513412.1,4233
PARD6G,1207
FAM32A,8481
NAALAD2,9113
NAV3,7911
CNTNAP4,5049
GLP2R,10750
GALK2,8400
CCDC171,4233
ING2,2237
LINC01535,8481
MLST8,5049
WDR34,4233
E2F8,9113
CSRP3,9113
SCAF11,7911
EHF,9113
CFAP53,1207
UBE2E2,3979
LINC01378,2237
APOOP4,2237
CCNJ,2967
BLNK,2967
IGFBP6,7911
SOAT2,7911
DHDH,8481
HLCS,1907
GDF1,8481
ARHGEF18,8481
RRAD,5049
CDH16,5049
SLC22A13,3979
SLC22A14,3979
TP63,3979
XRN1,3979
CPLX4,1207
MBNL2,1058
GPAA1,5194
IL21-AS1,2237
BBS12,2237
SLC39A10,9803
CCDC94,8481
ZNF77,8481
PCAT19,8481
RAB11B,8481
RPAP2,14499
ANKDD1A,8400
TMEM180,2967
CCDC28A,3150
ECT2L,3150
PEX11G,8481
GSKIP,6514
ACTR2,9803
CARD10,3475
CCDC86,9113
RAD51,8400
COG7,5049
EPHA4,9803
TCF25,5049
ZC3H8,9803
SASS6,14499
LRRC7,14499
MED13L,7911
FAM101A,7911
LRRC40,14499
FAM207A,1907
ADARB1,1907
MIR4432HG,9803
AC007381.3,9803
TSPAN9,7911
C15ORF65,8400
ECM2,4233
MGMT,2967
DYNLT3,3226
RIC1,4233
PDCD1LG2,4233
EBI3,8481
ZNRF1,5049
PLEKHG1,3150
FAM208B,2967
STX18-AS1,2237
TSGA10IP,9113
RHBDL1,5049
ABCC5,3979
BCL2L13,3475
CECR2,3475
ASCC3,3150
ISG20L2,14499
GRM1,3150
TMEM253,6514
APOH,10750
IKBKE,14499
MAP2K7,8481
TGFBR3L,8481
SLC41A3,3979
PVRL3-AS1,3979
ZNF212,12397
MSX1,2237
DPF3,6514
IGSF9B,9113
C2CD5,7911
SMPDL3A,3150
CWC27,3555
ASXL3,1207
TPPP,3555
BPIFB5P,2888
BPIFB3,2888
FIG4,3150
ARHGEF33,9803
GALM,9803
ACTL6A,3979
LILRP1,8481
AC098784.1,8481
HPSE,2237
LYRM7,3555
FAM195A,5049
C17ORF75,10750
YEATS2,3979
AC004791.2,8481
AC004510.3,8481
OR5P2,9113
OVCH2,9113
FAM83H,5194
DNAJC8,14499
SEC14L5,5049
GMEB1,14499
NIPA1,8400
CUL4B,3226
TMEM255A,3226
PEX3,3150
SLC25A47,6514
APC,3555
INO80B,9803
WDR54,9803
C1ORF132,14499
CD34,14499
NPHP4,14499
PDCL,4233
FBXW9,8481
CNOT7,5194
RICTOR,3555
IFITM3,9113
APC2,8481
ARIH1,8400
PABPN1,6514
PPIH,14499
LINC01470,3555
NEDD1,7911
RGR,2967
NENF,14499
ZMYM6,14499
PRKAA1,3555
EGFLAM,3555
TPK1,12397
NFYC,14499
KCNQ4,14499
CAMTA1,14499
VAMP3,14499
DNAJC3-AS1,1058
EXOC2,3150
CCDC126,12397
FAM221A,12397
PFDN5,7911
DCAF13,5194
INPPL1,9113
UCHL1-AS1,2237
APBB2,2237
HSBP1,5049
KHK,9803
COX16,6514
RNF113B,1058
GTF2H5,3150
MAP2K4,10750
LINC00670,10750
AC105760.2,9803
AGFG1,9803
SRRM2-AS1,5049
ZNF345,8481
ZNF568,8481
MSL2,3979
RNF14,3555
AP003068.9,9113
ACTN2,14499
PREP,3150
PDE4B,14499
MAFG,10750
GRSF1,2237
DCTN5,5049
MPP2,10750
IK,3555
RNF145,3555
LEMD2,3150
UQCRQ,3555
MSRB1,5049
MKKS,2888
TRIM21,9113
SLC44A1,4233
UBE2L6,9113
BCAR1,5049
RXFP1,2237
AVPI1,2967
C12ORF75,7911
SHROOM2,3226
CCDC7,2967
PPP1R18,3150
TSG101,9113
AC073218.3,9803
DAGLB,12397
AREG,2237
PAX8,9803
TBC1D13,4233
ADAM33,2888
AP3S2,8400
C15ORF38-AP3S2,8400
FOXM1,7911
USP14,1207
TRNAU1AP,14499
ZBTB7A,8481
FAM189A2,4233
RGS14,3555
ZNF629,5049
AKAP7,3150
POLE,7911
THUMPD3,3979
AP000695.4,1907
NCEH1,3979
SPATA16,3979
MYLPF,5049
SMO,12397
METRNL,10750
KRTAP5-11,9113
ZNF585A,8481
CLGN,2237
C8ORF34,5194
TMEM136,9113
PRMT3,9113
NAV2,9113
TIGIT,3979
NCAN,8481
LRRC66,2237
SOX9-AS1,10750
ARHGEF4,9803
GOLGB1,3979
ILDR1,3979
MORC3,1907
DOPEY2,1907
FNDC7,14499
PXDC1,3150
ELDR,12397
KIF15,3979
ZNF501,3979
FIGN,9803
AC013461.1,9803
GABBR2,4233
VOPP1,12397
GINS2,5049
EMC8,5049
MSH3,3555
RASGRF2,3555
MTSS1L,5049
BSDC1,14499
CALCA,9113
CHGB,2888
RAD51AP1,7911
ANKRD7,12397
DSP,3150
NRCAM,12397
GDF11,7911
CA11,8481
NUP153,3150
MFN1,3979
CDH1,5049
C14ORF1,6514
MGST2,2237
SEC22C,3979
SV2A,14499
CCDC180,4233
ZNF48,5049
UBA6,2237
ACSBG2,8481
IL27RA,8481
MPDZ,4233
TTI1,2888
CER1,4233
ENTPD3-AS1,3979
EIF1B-AS1,3979
HSPB11,14499
OPCML,9113
LEPROT,14499
LPCAT3,7911
PHB2,7911
ZNF227,8481
ENTHD1,3475
PICK1,3475
AP000233.4,1907
LINC01341,14499
KCNQ1-AS1,9113
NGFR,10750
CSRNP3,9803
PLEKHG2,8481
DPM2,4233
ATOX1,3555
GALNT10,3555
SAP30L-AS1,3555
TEKT5,5049
NR2E3,8400
MUM1,8481
RB1CC1,5194
ATPIF1,14499
GAS6-AS1,1058
JUND,8481
RBM42,8481
KIAA1919,3150
IFITM2,9113
TEN1-CDK3,10750
PHOSPHO2,9803
SSB,9803
DUS3L,8481
GPATCH2L,6514
ESRRB,6514
ERAS,3226
MRPL50,4233
BAAT,4233
USP18,3475
SLC25A13,12397
ACTR1A,2967
TUBA8,3475
HKDC1,2967
NDFIP1,3555
ERMP1,4233
FNTA,5194
LIPG,1207
PTDSS1,5194
ULK1,7911
SDR39U1,6514
TRPM4,8481
USP45,3150
FAXC,3150
NKAIN3,5194
KRT223P,10750
LRRC37A11P,10750
KCNMA1,2967
OR7E19P,8481
SPINK5,3555
WDR33,9803
SAP130,9803
DNAJC14,7911
TMEM106B,12397
SYNJ2BP-COX16,6514
SLC26A11,10750
ATAT1,3150
KIF23,8400
ST8SIA4,3555
MRPL4,8481
NKRF,3226
SEC24B,2237
PIEZO2,1207
TOR1AIP2,14499
SEC14L2,3475
HORMAD2,3475
FAM228B,9803
TRIM54,9803
MIER3,3555
CDC20B,3555
HCG18,3150
AC069277.2,3979
AC026167.1,3979
KB-1410C5.2,5194
MKL1,3475
HCG17,3150
ATP13A4,3979
PRR5-ARHGAP8,3475
PHF21B,3475
ATP13A4-AS1,3979
PRR5,3475
PUS7L,7911
DAPK1,4233
LRRC3B,3979
SENP5,3979
NCBP2,3979
ASB16-AS1,10750
LRRC46,10750
ADAM32,5194
KCNB2,5194
AC145124.2,5194
FAM85B,5194
SNX11,10750
KIF1BP,2967
VIMP,8400
ENTPD1,2967
NTS,7911
FAM9C,3226
CCDC38,7911
CRYAB,9113
RAPGEF2,2237
HTATSF1,3226
PRRG4,9113
AC074019.2,9803
RGMB,3555
SPINK13,3555
SPINK7,3555
ANKRD54,3475
TMEM91,8481
CDNF,2967
FAM107B,2967
SPRY1,2237
SPATA5,2237
ALPK2,1207
SORBS1,2967
TCTN3,2967
FOXRED1,9113
TIRAP,9113
FYB,3555
CELF5,8481
ATAD2B,9803
PROCR,2888
BABAM1,8481
YTHDC2,3555
PPAT,2237
AASDH,2237
NOD2,5049
GRIA4,9113
ZBTB34,4233
IL22RA1,14499
MYOM3,14499
RAB3GAP1,9803
ACMSD,9803
PSMB6,10750
SFT2D2,14499
PEX5,7911
TPI1,7911
LRRC23,7911
U47924.6,7911
VARS2,3150
MYO5C,8400
FANCA,5049
B9D1,10750
CD82,9113
GABRB3,8400
CENPM,3475
ANTXR2,2237
TNFSF10,3979
PKP4,9803
MRPS14,14499
WISP1,5194
TJP2,4233
CDCA3,7911
FAAP100,10750
STAU1,2888
FAM57A,10750
BBX,3979
SPIRE2,5049
TBC1D2,4233
TCOF1,3555
RAB22A,2888
RNF34,7911
ARFGAP3,3475
SEMA4D,4233
SGSM2,10750
SUSD1,4233
TOMM20,14499
TSR1,10750
PQBP1,3226
AC108004.2,10750
DOC2B,10750
JTB,14499
SNAPIN,14499
HSPA4,3555
RAB11FIP1,5194
CDYL,3150
TSC22D3,3226
CH17-340M24.3,3226
SMYD2,14499
FKBP5,3150
PPP1R15B,14499
S100A2,14499
POLR2J,12397
TNFAIP1,10750
SOCS4,6514
WDHD1,6514
C2ORF69,9803
VPS54,9803
PELI1,9803
PTPRB,7911
SORBS3,5194
PDLIM2,5194
KCTD20,3150
TSPAN14,2967
FAM83A,5194
YWHAH,3475
SDHB,14499
STRBP,4233
YOD1,14499
C1ORF116,14499
HNF4A,2888
SFI1,3475
FANCG,4233
KIF9,3979
PPP4C,5049
MARCH7,9803
PHF23,10750
POMGNT1,14499
TRIM13,1058
RECQL,7911
FGF23,7911
NEXN,14499
DNAJB4,14499
NET1,2967
MDFIC,12397
LINC01393,12397
TPRG1,3979
CEP95,10750
MRE11A,9113
NPRL3,5049
TOMM7,12397
RAPH1,9803
VAMP5,9803
NXF3,3226
SPG20,1058
PRAM1,8481
SAA1,9113
MYH7,6514
PAPLN,6514
DACH2,3226
SLC22A17,6514
C9ORF66,4233
SLC35F4,6514
AP5M1,6514
LINC01117,9803
AIPL1,10750
TMEM56,14499
EIF3E,5194
ZFP14,8481
MDM1,7911
ZFC3H1,7911
TMEM132B,7911
GFM1,3979
KIF3B,2888
NXPE2,9113
ME3,9113
FAM19A2,7911
HEPH,3226
ADGRG4,3226
CYHR1,5194
FOXH1,5194
AC002539.1,10750
MSRA,5194
SGK223,5194
PPP2R1B,9113
TVP23C,10750
COX10,10750
AP006621.5,9113
FER1L6,5194
HMG20A,8400
OTX2-AS1,6514
TMEM260,6514
PCBP4,3979
UBFD1,5049
SCNN1B,5049
BCL2L2-PABPN1,6514
PPOX,14499
LRRC52,14499
MFSD2A,14499
POMT2,6514
NGB,6514
ATL1,6514
UNC80,9803
TSNAX,14499
NOP58,9803
C1ORF198,14499
VANGL2,14499
ARHGAP12,2967
CNPY4,12397
SLAMF1,14499
DLG4,10750
ASGR1,10750
FCF1P7,14499
POM121L3P,2888
TEX10,4233
ANAPC11,10750
C1ORF159,14499
PRKCZ,14499
GSPT1,5049
KIZ-AS1,2888
MEN1,9113
HBP1,12397
TFDP1,1058
MX1,1907
ABCG1,1907
SAP30BP,10750
NFKBIB,8481
KCMF1,9803
D21S2088E,1907
GALNT7,2237
SAP30,2237
DENND4C,4233
G3BP2,2237
PC,9113
TSPAN18,9113
C1ORF50,14499
MAML1,3555
G3BP1,3555
PLEKHG5,14499
MORF4L2,3226
ZNF219,6514
AP4B1,14499
BCL2L15,14499
CHI3L2,14499
STK38L,7911
DOT1L,8481
BICD1,7911
APBA3,8481
TJP3,8481
C7ORF26,12397
ZNF853,12397
NAGLU,10750
HSD17B1P1,10750
MC1R,5049
FAM83B,3150
BZRAP1,10750
ALDH7A1,3555
CHN2,12397
NT5C3A,12397
CHSY1,8400
SCML2,3226
FBXO42,14499
GLRA1,3555
SLC1A3,3555
DECR2,5049
KLHL18,3979
RUNX3,14499
EME2,5049
PACSIN1,3150
SRSF3,3150
SPC24,8481
DOCK6,8481
PIK3C2B,14499
C2CD2,1907
SURF6,4233
SLC25A44,14499
STARD10,9113
CDKN3,6514
MPP7,2967
COL2A1,7911
ITSN2,9803
CACHD1,14499
ROR1,14499
KCNAB2,14499
SAMD8,2967
DUSP13,2967
BEAN1,5049
ROMO1,2888
BCS1L,9803
ZBTB17,14499
SLC22A15,14499
SSSCA1,9113
RARG,7911
UBN1,5049
ZYG11B,14499
ANKS1A,3150
MKX,2967
CTHRC1,5194
SARAF,5194
UST,3150
DEGS1,14499
HDHD3,4233
MTG1,2967
LRPPRC,9803
ZC3H11A,14499
NOX4,9113
PYROXD1,7911
TBCD,10750
GPR182,7911
LMO4,14499
PLD5,14499
EEA1,7911
TESPA1,7911
UPF2,2967
ERF,8481
SLC16A7,7911
CCDC60,7911
LINC01204,3226
MAGOHB,7911
AC064871.3,9803
KRT8P10,9803
PRH1,7911
PTPRN2,12397
CRTC3,8400
SYT13,9113
RTN4RL2,9113
FAM111A,9113
GPATCH1,8481
MRPS35,7911
ZNF383,8481
PHLPP2,5049
TXNL4B,5049
ZNF784,8481
C19MC,8481
TMX1,6514
LINC00640,6514
HBEGF,3555
EPC2,9803
MBD5,9803
AL357140.1,14499
ADAMTS1,1907
GPC1,9803
BTBD6,6514
MCM2,3979
DENND2D,14499
FAM160A1,2237
PNISR,3150
ODF2L,14499
TRIM73,12397
TIMM9,6514
TMEM262,9113
POP7,12397
ACBD6,14499
TMIGD1,10750
TYW5,9803
SGMS1,2967
ASAH2,2967
UHRF1BP1,3150
ALS2CR11,9803
WDPCP,9803
AC009501.4,9803
NEDD8,6514
NEDD8-MDP1,6514
TCERG1,3555
RBM27,3555
PTPN4,9803
HPCAL4,14499
NETO1,1207
CCDC102B,1207
RIMS3,14499
LYPD6B,9803
KAT6B,2967
TMEM177,9803
RNF43,10750
TRIM25,10750
TMCO2,14499
ZFP69,14499
TRAM1,5194
ZNF774,8400
PPP2R3A,3979
TEX15,5194
GATA3,2967
MOB1A,9803
AC007403.2,9803
LRRTM4,9803
NR4A3,4233
TRIM47,10750
GATA5,2888
AGPS,9803
HNRNPA3,9803
SLC25A3P1,14499
SNRPB,2888
NEK7,14499
ROR2,4233
AC007403.3,9803
DAB2IP,4233
CALN1,12397
C14ORF39,6514
MEAF6,14499
SPEF2,3555
PPP3CB,2967
MSS51,2967
LINC00598,1058
HOXC9,7911
GINS3,5049
AGBL1,8400
TMEM65,5194
AGMO,12397
DGKB,12397
SCAMP2,8400
PGS1,10750
SSR3,3979
THRA1/BTR,10750
STAC2,10750
AHCTF1,14499
NAAA,2237
ACSF2,10750
DOK5,2888
SKA2,10750
OR10J1,14499
LRTOMT,9113
CYP4F8,8481
ILVBL,8481
SYCE2,8481
RBM47,2237
HPS5,9113
CEBPB,2888
RAD51-AS1,8400
INO80,8400
LINC00629,3226
OLFM4,1058
AC073283.4,9803
EPHB3,3979
SAT2,10750
ANGPT1,5194
RHD,14499
RSPO2,5194
LINC00462,1058
ATG4B,9803
TBCK,2237
KCCAT211,3979
HMOX1,3475
DDTL,3475
OTUD7B,14499
PTBP3,4233
NBPF19,14499
AC073254.1,9803
ZNF302,8481
ORMDL2,7911
COMP,8481
PML,8400
CAMTA2,10750
APOBEC3C,3475
CNTNAP1,10750
JDP2,6514
NNMT,9113
LOXL1,8400
MOXD1,3150
SEC13,3979
KIF28P,14499
B4GALNT3,7911
RP11-798K23.4,3555
CPHL1P,3979
ATP11C,3226
DYNC2H1,9113
CERS3,8400
ZNF75D,3226
PTCHD1-AS,3226
NUTM2B-AS1,2967
INSC,9113
KIAA1211,2237
AP001462.6,9113
NEFL,5194
DCXR,10750
ZCCHC17,14499
ETS2,1907
TRAPPC5,8481
ANKRD24,8481
CLEC17A,8481
NFATC4,6514
NYNRIN,6514
ZNF414,8481
TRPV5,12397
APOC1P1,8481
APOC4,8481
ENPP3,3150
LINC01351,14499
MIER2,8481
AC034243.1,3555
TMEM145,8481
ASAH2B,2967
CTNNA3,2967
GNG2,6514
TTC37,3555
ARSK,3555
GAPVD1,4233
PHF5A,3475
NTMT1,4233
C1QTNF6,3475
AP5B1,9113
CARNS1,9113
PRKAG2,12397
MKRNP2,3150
BACH1,1907
GRIK1-AS1,1907
LINC01362,14499
CPEB3,2967
IDE,2967
SLC16A4,14499
WDR3,14499
HDDC2,3150
INCA1,10750
RTFDC1,2888
TSC1,4233
AC104024.1,10750
TNFRSF13B,10750
ABHD6,3979
RPP14,3979
ERMN,9803
PLAC8,2237
MBD4,3979
EFCAB12,3979
TRPM2,1907
DMTN,5194
NPM2,5194
ELANE,8481
ZNF140,7911
ZNF460,8481
MMS19,2967
EXOC6,2967
AC005786.7,8481
SZRD1,14499
PRR7,3555
SMC4,3979
CD19,5049
RPL34,2237
OSTC,2237
TNNI1,14499
GRINA,5194
LIMK2,3475
DEPDC5,3475
SSBP4,8481
AP000253.1,1907
NICN1,3979
TRAIP,3979
UBA7,3979
RABEPK,4233
KIF24,4233
HAUS1,1207
ZNF580,8481
AREL1,6514
NCAPD3,9113
EFNA2,8481
OR7G2,8481
GIGYF2,9803
MRPL12,10750
ZNF581,8481
BMP7,2888
ZBP1,2888
MED9,10750
SCNN1A,7911
BP-2171C21.4,1907
UBE2O,10750
KMT2E,12397
LHFPL3,12397
AC061992.2,10750
THAP4,9803
AC114730.8,9803
MLF1,3979
TMEM99,10750
CDC25A,3979
AKAP1,10750
SEC61B,4233
AC104076.2,9803
IKZF2,9803
RETN,8481
MCEMP1,8481
FAM173A,5049
HAGHL,5049
PPP2R2D,2967
KRT9,10750
LINC00974,10750
LINC01468,2967
RNLS,2967
R3HDM4,8481
GNAT3,12397
CLASP1,9803
UROC1,3979
ITGA9,3979
ST7-AS2,12397
ZFP62,3555
LPAR1,4233
ASZ1,12397
CELF4,1207
TMEM39B,14499
CD68,10750
AC007319.1,9803
ZNF83,8481
ZFR,3555
TMEM164,3226
SH3BGRL,3226
SLC25A53,3226
MCTS1,3226
PASD1,3226
WNT7B,3475
FAP,9803
FAM169A,3555
GFM2,3555
HCST,8481
LINC00941,7911
SPA17,9113
TYR,9113
GRAMD4,3475
TEF,3475
ESR2,6514
TMEM179B,9113
TAF6L,9113
SENP3,10750
SENP3-EIF4A1,10750
IGLV3-21,3475
SLX4,5049
KIF21B,14499
MCM9,3150
NRXN3,6514
DIO1,14499
FNIP1,3555
MEIKIN,3555
PRKAR2A-AS1,3979
PRR36,8481
VEZF1,10750
LPAR3,14499
MCOLN2,14499
RPL12,4233
CEP85,14499
HAUS2,8400
SNAP23,8400
AC007879.5,9803
AC007879.2,9803
IL4R,5049
KIAA0556,5049
C1ORF95,14499
SGCG,1058
ZNF541,8481
SLC25A45,9113
HIST1H3E,3150
FIP1L1,2237
STMND1,3150
IMPDH1P10,9803
SH3BP2,2237
CDCA7,9803
PARVG,3475
DYNC1I1,12397
STEAP4,12397
RHOXF1-AS1,3226
CLEC5A,12397
PRSS37,12397
CYSLTR1,3226
FNDC3CP,3226
CPEB1,8400
WFDC1,5049
PRKAR1A,10750
GYPC,9803
APOLD1,7911
COX7B,3226
ATP6V1E1,3475
TNFRSF14,14499
POLR2C,5049
TNFAIP3,3150
DCAF16,2237
C2ORF27A,9803
LINC00877,3979
CBLN4,2888
CLCN4,3226
BTF3L4,14499
GATS,12397
GPC2,12397
MIEN1,10750
AP000892.6,9113
AC005276.1,12397
MGC32805,3555
AC006262.11,8481
IGFL2,8481
IGSF11,3979
CDC42EP1,3475
TFB1M,3150
NOX3,3150
AP000350.6,3475
TBC1D10A,3475
AC093388.3,9803
CXORF23,3226
SPICE1,3979
CFAP44,3979
LINC01430,2888
STT3B,3979
TRIM71,3979
MARK2,9113
GATSL3,3475
SPCS3,2237
WDR17,2237
MSRB2,2967
BCAN,14499
CLC,8481
PPM1H,7911
RILPL1,7911
ZNF732,2237
KLHL28,6514
GOLGA7B,2967
LINC01605,5194
NAT16,12397
ADAM22,12397
ADGRL4,14499
SFSWAP,7911
ORC4,9803
GOSR2,10750
TMEM98,10750
MYO1D,10750
NDC80,1207
TMTC1,7911
UBE4A,9113
PRPSAP1,10750
MEI1,3475
STX4,5049
FBXL19,5049
CEBPA,8481
PTPN6,7911
TNFRSF1B,14499
PAFAH1B3,8481
PHLDB2,3979
AC010880.1,9803
KCNRG,1058
FAM201A,4233
CD164L2,14499
FCN3,14499
LINC00471,9803
SETD9,3555
FGF5,2237
PPARGC1A,2237
SHPK,10750
P2RX5-TAX1BP3,10750
TAX1BP3,10750
RRP12,2967
SLC6A6,3979
TMBIM1,9803
CHMP2A,8481
PLAG1,5194
CREB3L1,9113
PIGR,14499
CASC1,7911
SLC35C1,9113
PEX16,9113
CREB3L2,12397
PTN,12397
ARHGAP21,2967
ARMC4,2967
FA2H,5049
C3ORF17,3979
CD200R1,3979
AC012501.2,9803
GALNT1,1207
INSL4,4233
OVOL1,9113
AURKA,2888
TMC2,2888
LDHB,7911
NDUFA4L2,7911
APLN,3226
NDUFA1,3226
AKAP14,3226
CSGALNACT1,5194
RBM7,9113
PHLDA3,14499
PORCN,3226
ACOT8,2888
TNNC2,2888
FRG1KP,4233
WNT2,12397
EEPD1,12397
SPRED2,9803
FANCL,9803
ALOX5,2967
ARL11,1058
WDR6,3979
HDAC10,3475
HNRNPDL,2237
HS2ST1,14499
MAPK12,3475
MMP25-AS1,5049
NFATC1,1207
FAM122B,3226
NHLRC2,2967
YRDC,14499
NOP56,2888
ZNF622,3555
RPS4X,3226
SS18,1207
TOR3A,14499
ZSCAN18,8481
ATL2,9803
HNRNPLL,9803
TCAP,10750
PNMT,10750
SF3B3,5049
MGST1,7911
AC009299.2,9803
ZDHHC4,12397
SIKE1,14499
IGLL1,3475
AP000347.4,3475
GUSBP11,3475
NRAS,14499
ALDH8A1,3150
CYP2B6,8481
PGPEP1,8481
PBX4,8481
CHERP,8481
TUFM,5049
HMGN1,1907
RPE,9803
PRNP,2888
DDIAS,9113
LZTS1,5194
METTL2B,12397
S100A1,14499
IPO8,7911
AC091199.1,10750
POLR3E,5049
IFT27,3475
NPIPP1,5049
CRAT37,8400
CLCC1,14499
HIST1H2AE,3150
NEFM,5194
STK40,14499
OSCP1,14499
NOM1,12397
ME1,3150
C1ORF168,14499
RNF149,9803
BET1,12397
VWA3B,9803
ZNF107,12397
ATF3,14499
SNTG1,5194
CIAO1,9803
LRR1,6514
RPL36AL,6514
SH3TC1,2237
RBBP4,14499
ZC3H3,5194
EPS15,14499
HTATSF1P1,3150
BMI1,2967
COMMD3-BMI1,2967
GTF2A1,6514
BMS1P20,3475
JADE3,3226
RGN,3226
LIFR,3555
IGLV5-52,3475
MCF2,3226
NAA15,2237
RAB33B,2237
CHST15,2967
CPXM2,2967
SLK,2967
DNAH5,3555
EEF1E1-BLOC1S5,3150
AC004485.3,12397
EEF1E1,3150
INO80C,1207
LMTK3,8481
AGRP,5049
ZNF254,8481
ZNF93,8481
RPA2,14499
TSNAXIP1,5049
GAB3,3226
MPP1,3226
SCMH1,14499
TIE1,14499
ZNF253,8481
AURKB,10750
LINC00324,10750
FMNL3,7911
FAM186B,7911
CEP104,14499
ICAM4,8481
DKC1,3226
HADHA,9803
KCNC3,8481
AUP1,9803
C12ORF57,7911
U47924.31,7911
HTRA2,9803
INHBE,7911
RPS6KA1,14499
SLC4A7,3979
NOX5,8400
EWSAT1,8400
CNKSR2,3226
KB-1572G7.3,3475
KIAA1456,5194
EFCAB7,14499
PGM1,14499
MDFI,3150
RIOK1,3150
CAGE1,3150
SSX2IP,14499
MIR3681HG,9803
STAT5B,10750
NCF2,14499
MPI,8400
PPP3CA,2237
CEP83,7911
TMCC3,7911
UNC5D,5194
AC007192.4,8481
BIRC3,9113
IFI30,8481
IGKV3-15,9803
C5ORF67,3555
IL6ST,3555
IL17RB,3979
